doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_04,B,2025.0,0.0,1.0,0.9859,0.0253,2,1.0,0.142,,,,,8000,67,1,5,0,3.072,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_05,B,2025.0,0.0,1.0,0.989,0.0763,2,1.0,0.1907,,,,,8000,64,3,6,0,3.306,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_06,B,2025.0,0.0,1.0,0.9897,0.0833,2,1.0,0.1389,,,,,7998,61,3,4,0,3.642,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_07,B,2025.0,0.0,1.0,0.9929,0.0417,2,1.0,0.0,,,,,8000,61,2,0,0,3.637,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_08,B,2025.0,0.0,1.0,0.9909,0.0,2,1.0,0.1744,,,,,7999,64,0,4,0,3.378,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_09,B,2025.0,0.0,1.0,0.9954,0.0,2,1.0,0.0,,,,,535,7,0,0,0,0.554,False
c61b39eef647cdcf5efa45482941fef7c795b5d0ac2a22b2a35b89f9f22f7944,CONSIDERACIONES,B,2022.0,0.0,1.0,0.9938,0.3821,2,0.9655,0.0,,,,,8000,44,10,0,0,3.591,False
c61b39eef647cdcf5efa45482941fef7c795b5d0ac2a22b2a35b89f9f22f7944,RESUELVE,B,2022.0,0.0,1.0,0.989,0.1802,2,0.9655,0.0,,,,,8000,33,4,0,0,3.713,False
d6d0725659a6d3cbf6b17579e88279500e09847af7963781690fc83a18be5d2a,CONSIDERACIONES,B,2021.0,0.0,1.0,0.9904,0.3226,2,0.931,0.129,,,,,8000,52,6,2,0,3.599,False
d6d0725659a6d3cbf6b17579e88279500e09847af7963781690fc83a18be5d2a,RESUELVE,B,2021.0,0.0,1.0,0.9945,0.0,2,0.931,0.0,,,,,1224,6,0,0,0,0.795,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,CONSIDERACIONES,B,2022.0,0.0,1.0,0.9847,0.2319,2,0.9655,0.0815,,,,,8000,36,7,2,0,3.512,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9834,0.1508,2,0.9655,0.1458,,,,,8000,64,5,3,0,3.234,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.993,0.0805,2,0.9655,0.069,,,,,6927,58,2,1,0,2.95,False
